frame,id,x,y,z,vis
0,0,0.42269498109817505,0.36519378423690796,-0.1746009886264801,0.999940037727356
0,1,0.4209524393081665,0.35496100783348083,-0.14938002824783325,0.999907374382019
0,2,0.42095571756362915,0.35452964901924133,-0.149399995803833,0.9999173879623413
0,3,0.4207654595375061,0.3541029691696167,-0.14935332536697388,0.9998844861984253
0,4,0.41536250710487366,0.35498011112213135,-0.22089028358459473,0.9999070167541504
0,5,0.41081711649894714,0.35446685552597046,-0.22091703116893768,0.9999227523803711
0,6,0.404782235622406,0.3538248538970947,-0.2209293097257614,0.9998822212219238
0,7,0.39490365982055664,0.3548792600631714,0.01877005025744438,0.9997443556785583
0,8,0.3699517846107483,0.35398173332214355,-0.3027779757976532,0.9999427795410156
0,9,0.41468191146850586,0.37382185459136963,-0.10522787272930145,0.9999068975448608
0,10,0.4072645902633667,0.3730790615081787,-0.19881504774093628,0.9999269247055054
0,11,0.37150630354881287,0.3991037607192993,0.20996911823749542,0.999686598777771
0,12,0.2882588803768158,0.39458248019218445,-0.39329490065574646,0.9999817609786987
0,13,0.3883887529373169,0.4565929174423218,0.04677307605743408,0.26556897163391113
0,14,0.3795846998691559,0.4538749158382416,-0.3296232223510742,0.9837812185287476
0,15,0.4409061670303345,0.4180606007575989,-0.4680391252040863,0.34865450859069824
0,16,0.44879060983657837,0.4044845998287201,0.003477713093161583,0.9496715068817139
0,17,0.4576476216316223,0.40720853209495544,-0.5519275665283203,0.3255043625831604
0,18,0.4651188254356384,0.3944878578186035,0.005892378278076649,0.9158604741096497
0,19,0.44788888096809387,0.3998711407184601,-0.5312140583992004,0.33749625086784363
0,20,0.4528067708015442,0.38914626836776733,-0.015095099806785583,0.9098562598228455
0,21,0.4336376488208771,0.40538477897644043,-0.48152685165405273,0.34145525097846985
0,22,0.4406666159629822,0.39269280433654785,0.010511293075978756,0.8642893433570862
0,23,0.3504994809627533,0.525575578212738,0.18288806080818176,0.9990849494934082
0,24,0.27934765815734863,0.5245571136474609,-0.18321192264556885,0.9996962547302246
0,25,0.37329983711242676,0.6098490357398987,0.4642581343650818,0.8924999833106995
0,26,0.2522727847099304,0.6215627789497375,-0.17354315519332886,0.9949063062667847
0,27,0.3773497939109802,0.6921414136886597,0.7874022126197815,0.9667155146598816
0,28,0.19638435542583466,0.7146652936935425,-0.1431255340576172,0.9933723211288452
0,29,0.35712939500808716,0.7056525349617004,0.811770498752594,0.9342490434646606
0,30,0.18026430904865265,0.726658284664154,-0.1487250179052353,0.9492295980453491
0,31,0.46956512331962585,0.7089868783950806,0.6932482123374939,0.9728969931602478
0,32,0.24557605385780334,0.7430433034896851,-0.3570149540901184,0.9884427189826965
1,0,0.42342814803123474,0.36565589904785156,-0.1822795271873474,0.9999340772628784
1,1,0.42148974537849426,0.3557475209236145,-0.15843790769577026,0.9999014735221863
1,2,0.4213108718395233,0.35534319281578064,-0.15845458209514618,0.9999123215675354
1,3,0.4209514856338501,0.3549101948738098,-0.15839911997318268,0.9998772144317627
1,4,0.4166562259197235,0.3555244207382202,-0.22923101484775543,0.9998982548713684
1,5,0.41232192516326904,0.3548932373523712,-0.22923889756202698,0.9999151825904846
1,6,0.4070742428302765,0.354167640209198,-0.2292364090681076,0.9998695254325867
1,7,0.39481085538864136,0.3552147150039673,0.003232817631214857,0.9997286200523376
1,8,0.37393489480018616,0.35401055216789246,-0.3173266649246216,0.9999367594718933
1,9,0.41582590341567993,0.3739692270755768,-0.1151934266090393,0.9998981356620789
1,10,0.40944260358810425,0.3733169436454773,-0.20839452743530273,0.9999176263809204
1,11,0.3675188720226288,0.3993012309074402,0.1905970424413681,0.9996820092201233
1,12,0.28980422019958496,0.3949739634990692,-0.3961360454559326,0.9999799132347107
1,13,0.3880697190761566,0.4568469822406769,0.04679248109459877,0.25933241844177246
1,14,0.382265567779541,0.45387181639671326,-0.32887402176856995,0.982724666595459
1,15,0.4485933184623718,0.4205089211463928,-0.43994569778442383,0.35513633489608765
1,16,0.4543314576148987,0.4104886054992676,0.0013402545591816306,0.9496293067932129
