frame,id,x,y,z,vis
0,0,0.3942325711250305,0.3686613440513611,-0.14698629081249237,0.9998997449874878
0,1,0.3942274749279022,0.35957688093185425,-0.1252717673778534,0.999825656414032
0,2,0.3943733274936676,0.3592188358306885,-0.12527206540107727,0.9998481273651123
0,3,0.3942549526691437,0.3587948679924011,-0.12519203126430511,0.9997832179069519
0,4,0.3880440592765808,0.35910800099372864,-0.19347548484802246,0.9998142123222351
0,5,0.38387221097946167,0.35835474729537964,-0.19352558255195618,0.9998387098312378
0,6,0.3780628740787506,0.3574201464653015,-0.1935524344444275,0.9997711777687073
0,7,0.36930060386657715,0.35787850618362427,0.024779977276921272,0.9995858073234558
0,8,0.34558841586112976,0.3559105396270752,-0.28208136558532715,0.999863862991333
0,9,0.38397419452667236,0.37607473134994507,-0.08371829241514206,0.999824583530426
0,10,0.3766806125640869,0.3749594986438751,-0.17299702763557434,0.9998555183410645
0,11,0.3424758017063141,0.3998631238937378,0.19444946944713593,0.9996473789215088
0,12,0.2513803243637085,0.39653995633125305,-0.35778912901878357,0.9999868869781494
0,13,0.3223375976085663,0.46649837493896484,0.11548442393541336,0.0963016003370285
0,14,0.3206180930137634,0.4652707576751709,-0.2726042866706848,0.9900340437889099
0,15,0.3766635060310364,0.4832448661327362,-0.33199360966682434,0.15034405887126923
0,16,0.42235544323921204,0.42465436458587646,0.01168187614530325,0.9760308265686035
0,17,0.3976637125015259,0.48735952377319336,-0.40158703923225403,0.15846742689609528
0,18,0.4444156289100647,0.4124181270599365,0.014986984431743622,0.9590356349945068
0,19,0.3971148729324341,0.482828825712204,-0.41322851181030273,0.16839803755283356
0,20,0.43506139516830444,0.4055584669113159,-0.0035153788048774004,0.9565595388412476
0,21,0.38189786672592163,0.47993701696395874,-0.3556995093822479,0.18474546074867249
0,22,0.42520469427108765,0.40857845544815063,0.018939828500151634,0.9277194142341614
0,23,0.3261027932167053,0.5204192996025085,0.15834486484527588,0.9972199201583862
0,24,0.25096848607063293,0.5215930342674255,-0.1585540473461151,0.9990610480308533
